ID fire,ID definition,definition,canton,ID municipality,municipality code,municipality,ID current municipality,current municipality code,current municipality,start date,ID accuracy start date,accuracy start date,date end of fire,ID accuracy end date,accuracy end date,start date (solar time),end date (solar time),locality,coordinates_y,coordinates_x,ID accuracy coordinates,accuracy coordinates,altitude [m asl],ID exposition,exposition,slope [%],forest [ha],grassland [ha],nonproductive [ha],total [ha],cause,other cause,ID cause reliability,cause reliability,start_date_min,start_date_max,end_date_min,end_date_max,duration_min,duration_max,longitude,latitude,abbreviation,closest_station_distance,foehn_minutes_24_hour_before,foehn_minutes_48_hour_before,foehn_minutes_during_2_hours_after_start_of_fire,FF_mean_during_2_hours_after_start_of_fire,FFX_mean_during_2_hours_after_start_of_fire,FFX_q75_during_2_hours_after_start_of_fire,FFX_q90_during_2_hours_after_start_of_fire,foehn_minutes_during_6_hours_after_start_of_fire,FF_mean_during_6_hours_after_start_of_fire,FFX_mean_during_6_hours_after_start_of_fire,FFX_q75_during_6_hours_after_start_of_fire,FFX_q90_during_6_hours_after_start_of_fire,foehn_minutes_during_12_hours_after_start_of_fire,FF_mean_during_12_hours_after_start_of_fire,FFX_mean_during_12_hours_after_start_of_fire,FFX_q75_during_12_hours_after_start_of_fire,FFX_q90_during_12_hours_after_start_of_fire,fire_regime,ID Cause,foehn_variant,decade
198706012102,1,forest fire,TI,11499,5165,Camignolo,15392,5238,Monteceneri,1987-06-01 14:15:00,1.0,minute,1987-06-01 20:15:00,1.0,minute,1987-06-01 13:15:00,1987-06-01 19:15:00,Motta,716220.0,107500.0,,,560.0,,,,,,,0.01,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed,1987-06-01 13:15:00,1987-06-01 13:15:00,1987-06-01 19:15:00,1987-06-01 19:15:00,6.0,6.0,8.941845512815254,46.10898392993627,LUG,,260.0,330.0,0.0,8.55,18.866666666666664,20.975,22.82,0.0,8.366666666666667,20.09722222222222,22.4,24.65,0.0,8.331944444444446,17.15277777777778,20.275,22.97,Summer anthropogenic,,North foehn,"[1980, 1989]"
198706252101,1,forest fire,TI,10936,5229,Valcolla,15628,5192,Lugano,1987-06-25 15:30:00,1.0,minute,1987-06-25 20:00:00,1.0,minute,1987-06-25 14:30:00,1987-06-25 19:00:00,Cozzo,725460.0,106420.0,,,1040.0,1.0,S,50.0,0.5,0.5,0.0,1.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure,1987-06-25 14:30:00,1987-06-25 14:30:00,1987-06-25 19:00:00,1987-06-25 19:00:00,4.500000000000001,4.500000000000001,9.061034484983075,46.097615643490855,LUG,,0.0,0.0,0.0,8.299999999999999,17.691666666666666,18.6,22.59,0.0,6.341666666666666,13.275,16.2,17.8,0.0,6.583333333333333,13.115277777777775,16.2,20.95,Summer anthropogenic,,North foehn,"[1980, 1989]"
198708012101,1,forest fire,TI,13014,5127,San Nazzaro,15391,5398,Gambarogno,1987-08-01 23:00:00,1.0,minute,1987-08-02 01:00:00,1.0,minute,1987-08-01 22:00:00,1987-08-02 00:00:00,Monti di Vairano (Cree),707869.9038532805,110126.45044040098,,,950.0,,,,,,,0.01,unknown,,1.0,sure,1987-08-01 22:00:00,1987-08-01 22:00:00,1987-08-02 00:00:00,1987-08-02 00:00:00,2.0,2.0,8.834472605611891,46.133993369150645,MAG,,0.0,270.0,0.0,3.816666666666667,7.541666666666665,9.375,12.96,0.0,4.061111111111112,8.788888888888888,12.7,14.95,70.0,8.759722222222223,14.166666666666666,20.5,22.66,Summer anthropogenic,1.0,North foehn,"[1980, 1989]"
198708162101,1,forest fire,TI,13092,5079,Quinto,13092,5079,Quinto,1987-08-16 16:00:00,1.0,minute,1987-08-16 18:00:00,1.0,minute,1987-08-16 15:00:00,1987-08-16 17:00:00,Lurengo-zona Cios Cornelio,697690.6190766883,151859.28886300838,,,,,,,,,,0.01,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed,1987-08-16 15:00:00,1987-08-16 15:00:00,1987-08-16 17:00:00,1987-08-16 17:00:00,2.0,2.0,8.711536754809469,46.51090737738916,PIO,,1110.0,1340.0,100.0,7.358333333333332,20.5,23.375,27.38,160.0,4.163888888888888,12.4,17.349999999999998,22.65,160.0,7.48888888888889,16.0625,21.075,24.03,Summer anthropogenic,,North foehn,"[1980, 1989]"
198709212301,1,forest fire,VS,12424,6242,Mollens (VS),16077,6253,Crans-Montana,1987-09-21 12:00:00,2.0,hour,1987-09-21 16:59:59,2.0,hour,1987-09-21 11:00:00,1987-09-21 15:59:59,Cordona les Tsans,609200.0,130750.0,3.0,50-500 m,1200.0,2.0,SW,,0.0,0.0,,0.01,arson,,1.0,sure,1987-09-21 11:00:00,1987-09-21 11:59:00,1987-09-21 15:00:59,1987-09-21 15:59:59,3.0330555555555554,4.999722222222222,7.558104188769606,46.32807976816368,MVE,,0.0,0.0,0.0,7.274999999999999,20.4,22.15,25.06,20.0,7.408333333333335,18.58333333333333,20.375,21.6,180.0,8.740277777777779,19.623611111111117,21.6,24.1,Summer anthropogenic,,South foehn,"[1980, 1989]"
198710092301,1,forest fire,VS,12464,6112,Oberems,12464,6112,Oberems,1987-10-09 11:00:00,2.0,hour,1987-10-09 17:00:00,2.0,hour,1987-10-09 11:00:00,1987-10-09 17:00:00,Alpe Bitzen,619500.0,115000.0,3.0,50-500 m,2100.0,7.0,E,,0.1,0.0,0.0,0.1,army,,0.0,supposed,1987-10-09 11:00:00,1987-10-09 11:59:00,1987-10-09 17:00:00,1987-10-09 17:59:00,5.016666666666667,6.983333333333333,7.691196502469304,46.186180050903815,MVE,,,,10.0,6.541666666666667,17.958333333333332,18.8,19.37,190.0,13.783333333333331,35.263888888888886,45.35,53.8,270.0,16.041666666666668,42.391666666666666,51.2,55.37,Summer anthropogenic,,South foehn,"[1980, 1989]"
198710102201,1,forest fire,VD,12507,5409,Ollon,14663,5409,Ollon,1987-10-10 11:00:00,2.0,hour,1987-10-10 15:00:00,2.0,hour,1987-10-10 11:00:00,1987-10-10 15:00:00,En Soud,571300.0,128500.0,3.0,50-500 m,1460.0,3.0,W,,1.0,0.0,0.0,1.0,forestry ,,0.0,supposed,1987-10-10 11:00:00,1987-10-10 11:59:00,1987-10-10 15:00:00,1987-10-10 15:59:00,3.0166666666666666,4.983333333333333,7.066093472789655,46.30728993411069,AIG,,600.0,600.0,120.0,41.56666666666667,75.775,86.67500000000001,88.49,360.0,41.51111111111111,75.22222222222223,83.45,87.5,700.0,36.78472222222222,66.27499999999999,73.5,85.19,Summer anthropogenic,,South foehn,"[1980, 1989]"
198711202102,1,forest fire,TI,12051,5108,Gordola,12051,5108,Gordola,1987-11-20 12:15:00,1.0,minute,1987-11-21 18:00:00,1.0,minute,1987-11-20 12:15:00,1987-11-21 18:00:00,montagna sopra il paese,710630.0,116000.0,,,500.0,1.0,S,70.0,119.0,0.0,1.0,120.0,electric line,,1.0,sure,1987-11-20 12:15:00,1987-11-20 12:15:00,1987-11-21 18:00:00,1987-11-21 18:00:00,29.75,29.75,8.871567760573303,46.18637296769886,MAG,,100.0,100.0,120.0,26.84166666666667,63.15,70.375,78.01,360.0,19.77777777777778,52.269444444444446,59.8,68.75,570.0,15.379166666666666,37.644444444444446,52.675,61.42,Summer anthropogenic,,North foehn,"[1980, 1989]"
198711222101,1,forest fire,TI,13224,5111,Intragna,14973,5397,Centovalli,1987-11-22 23:30:00,1.0,minute,1987-11-23 05:30:00,1.0,minute,1987-11-22 23:30:00,1987-11-23 05:30:00,Frazione Verdasio-zona 'Gaggetto',694180.9013252384,112283.97240419268,,,,,,,,,,0.01,unknown,,1.0,sure,1987-11-22 23:30:00,1987-11-22 23:30:00,1987-11-23 05:30:00,1987-11-23 05:30:00,6.0,6.0,8.65780226207288,46.155450094605655,OTL,,0.0,0.0,0.0,5.116666666666666,9.333333333333334,10.5,10.8,0.0,6.011111111111111,11.27777777777778,15.275,20.35,0.0,5.543055555555556,10.1375,11.375,17.189999999999998,Summer anthropogenic,1.0,North foehn,"[1980, 1989]"
198712272101,1,forest fire,TI,11658,5145,Arosio,14519,5237,Alto Malcantone,1987-12-27 17:10:00,1.0,minute,1987-12-27 19:00:00,1.0,minute,1987-12-27 17:10:00,1987-12-27 19:00:00,,711874.5027923123,100899.14384514512,,,,,,,,,,0.01,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure,1987-12-27 17:10:00,1987-12-27 17:10:00,1987-12-27 19:00:00,1987-12-27 19:00:00,1.8333333333333333,1.8333333333333333,8.884081338155235,46.05035105268599,LUG,,0.0,0.0,0.0,3.1333333333333333,6.099999999999999,7.2,8.190000000000001,0.0,4.294444444444445,6.752777777777777,8.0,9.0,0.0,4.420833333333333,6.727777777777778,7.9,8.6,Winter anthropogenic,,North foehn,"[1980, 1989]"
198712292101,1,forest fire,TI,13224,5111,Intragna,14973,5397,Centovalli,1987-12-29 02:40:00,1.0,minute,1987-12-29 10:00:00,1.0,minute,1987-12-29 02:40:00,1987-12-29 10:00:00,Monda,694460.0,113720.0,,,500.0,8.0,SE,60.0,0.1,0.0,0.0,0.1,arson,,0.0,supposed,1987-12-29 02:40:00,1987-12-29 02:40:00,1987-12-29 10:00:00,1987-12-29 10:00:00,7.333333333333333,7.333333333333333,8.661704239195956,46.168327288924566,OTL,,0.0,0.0,0.0,0.9583333333333331,2.841666666666667,3.2,3.92,0.0,1.1527777777777777,3.6722222222222234,4.4,5.2,0.0,1.9166666666666667,5.501388888888889,7.6,8.959999999999999,Winter anthropogenic,,North foehn,"[1980, 1989]"
198712302101,1,forest fire,TI,12798,5190,Lopagno,14938,5226,Capriasca,1987-12-30 09:35:00,1.0,minute,1987-12-30 09:55:00,1.0,minute,1987-12-30 09:35:00,1987-12-30 09:55:00,sCRERIA,718601.9166140044,102918.64243078232,,,,,,,0.0,0.01,0.0,0.01,unknown,,1.0,sure,1987-12-30 09:35:00,1987-12-30 09:35:00,1987-12-30 09:55:00,1987-12-30 09:55:00,0.3333333333333333,0.3333333333333333,8.971488335255698,46.06736581836768,LUG,,0.0,0.0,0.0,1.6833333333333331,5.216666666666667,5.75,7.52,0.0,2.872222222222222,6.297222222222223,7.2,7.6,0.0,2.802777777777778,5.956944444444444,6.8,7.6,Winter anthropogenic,,North foehn,"[1980, 1989]"
198801082101,1,forest fire,TI,12828,5113,Locarno,12828,5113,Locarno,1988-01-08 11:30:00,1.0,minute,1988-01-08 16:30:00,1.0,minute,1988-01-08 11:30:00,1988-01-08 16:30:00,Piodelle,704000.0,115120.0,,,560.0,8.0,SE,65.0,0.2,0.0,0.0,0.2,unknown,,1.0,sure,1988-01-08 11:30:00,1988-01-08 11:30:00,1988-01-08 16:30:00,1988-01-08 16:30:00,5.0,5.0,8.78551527512374,46.17951433358099,OTL,,10.0,10.0,20.0,9.333333333333334,19.70833333333333,20.875,22.9,20.0,8.408333333333335,16.788888888888888,19.4,21.25,20.0,7.83888888888889,14.90277777777778,17.0,20.47,Winter anthropogenic,,North foehn,"[1980, 1989]"
198801082102,1,forest fire,TI,11496,5164,Cagiallo,14938,5226,Capriasca,1988-01-08 20:00:00,1.0,minute,1988-01-08 21:30:00,1.0,minute,1988-01-08 20:00:00,1988-01-08 21:30:00,Monti Nolina/Monti dei Nobili,718601.9166140044,102918.64243078232,,,,,,,,,,0.01,arson,,0.0,supposed,1988-01-08 20:00:00,1988-01-08 20:00:00,1988-01-08 21:30:00,1988-01-08 21:30:00,1.5,1.5,8.971488335255698,46.06736581836768,LUG,,1180.0,1350.0,0.0,7.341666666666668,11.008333333333333,11.5,12.49,0.0,6.836111111111112,10.422222222222222,11.5,12.6,0.0,7.349999999999999,10.581944444444446,11.5,12.6,Winter anthropogenic,,North foehn,"[1980, 1989]"
198801102101,1,forest fire,TI,13224,5111,Intragna,14973,5397,Centovalli,1988-01-10 04:00:00,1.0,minute,1988-01-10 08:00:00,1.0,minute,1988-01-10 04:00:00,1988-01-10 08:00:00,Rivöra,695760.0,114180.0,,,640.0,8.0,SE,80.0,0.05,0.0,0.0,0.05,arson,,0.0,supposed,1988-01-10 04:00:00,1988-01-10 04:00:00,1988-01-10 08:00:00,1988-01-10 08:00:00,4.0,4.0,8.678627852429075,46.17228122861198,OTL,,0.0,30.0,0.0,3.025,5.883333333333334,7.3,7.87,0.0,2.527777777777778,5.505555555555556,6.575,7.9,0.0,3.5694444444444446,7.463888888888889,9.7,11.2,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802142101,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1988-02-14 14:15:00,1.0,minute,1988-02-14 17:30:00,1.0,minute,1988-02-14 14:15:00,1988-02-14 17:30:00,Pedrinate-zona Laghetto,723574.8457387914,77238.48072751332,,,,,,,,,,0.01,unknown,,1.0,sure,1988-02-14 14:15:00,1988-02-14 14:15:00,1988-02-14 17:30:00,1988-02-14 17:30:00,3.25,3.25,9.029018235304658,45.83552104009032,LUG,,270.0,1500.0,0.0,4.041666666666667,6.758333333333333,7.6,7.87,0.0,3.552777777777778,6.675,7.6,7.75,0.0,4.252777777777778,7.575000000000001,8.3,10.76,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802152101,1,forest fire,TI,13224,5111,Intragna,14973,5397,Centovalli,1988-02-15 00:15:00,1.0,minute,1988-02-15 02:30:00,1.0,minute,1988-02-15 00:15:00,1988-02-15 02:30:00,stazione Verdasio-Verguno,693650.0,113480.0,,,540.0,8.0,SE,45.0,0.05,0.0,0.0,0.05,arson,,0.0,supposed,1988-02-15 00:15:00,1988-02-15 00:15:00,1988-02-15 02:30:00,1988-02-15 02:30:00,2.2500000000000004,2.2500000000000004,8.651170090481353,46.16628167848924,OTL,,0.0,900.0,0.0,5.358333333333333,8.608333333333333,10.275,11.16,0.0,4.316666666666666,8.802777777777779,10.175,11.55,0.0,4.144444444444445,8.872222222222224,10.8,11.9,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802162101,1,forest fire,TI,11796,5094,Borgnone,14973,5397,Centovalli,1988-02-16 01:30:00,1.0,minute,1988-02-16 07:30:00,1.0,minute,1988-02-16 01:30:00,1988-02-16 07:30:00,Cadanza,691270.0,112480.0,,,540.0,1.0,S,90.0,0.1,0.0,0.0,0.1,arson,,0.0,supposed,1988-02-16 01:30:00,1988-02-16 01:30:00,1988-02-16 07:30:00,1988-02-16 07:30:00,6.0,6.0,8.620165017659335,46.15761372391989,OTL,,0.0,0.0,0.0,2.075,4.258333333333333,5.5,6.069999999999999,0.0,1.6111111111111112,3.769444444444444,4.775,5.949999999999999,0.0,3.188888888888889,6.797222222222222,11.2,12.6,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802202101,1,forest fire,TI,11406,5168,Carabbia,15628,5192,Lugano,1988-02-20 17:30:00,1.0,minute,1988-02-20 19:45:00,1.0,minute,1988-02-20 17:30:00,1988-02-20 19:45:00,Sotto al Sasso,715700.0,91780.0,,,400.0,2.0,SW,25.0,0.01,0.02,0.0,0.03,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure,1988-02-20 17:30:00,1988-02-20 17:30:00,1988-02-20 19:45:00,1988-02-20 19:45:00,2.2500000000000004,2.2500000000000004,8.931255116101976,45.96769125903552,LUG,,1410.0,1770.0,120.0,28.450000000000003,55.79999999999999,61.6,62.5,340.0,19.280555555555555,40.00277777777777,56.275000000000006,61.2,340.0,12.7125,25.70694444444445,43.375,56.5,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802202102,1,forest fire,TI,12807,5115,Losone,12807,5115,Losone,1988-02-20 15:00:00,1.0,minute,1988-02-21 12:00:00,1.0,minute,1988-02-20 15:00:00,1988-02-21 12:00:00,Bedruscio-Motto di Scelasco,700040.0,113300.0,,,500.0,8.0,SE,75.0,15.5,0.0,0.0,15.5,arson,,0.0,supposed,1988-02-20 15:00:00,1988-02-20 15:00:00,1988-02-21 12:00:00,1988-02-21 12:00:00,21.0,21.0,8.733851126789418,46.16374437932144,OTL,,760.0,920.0,120.0,9.716666666666669,33.90833333333333,38.55,43.47,360.0,11.113888888888887,29.93333333333333,35.8,38.900000000000006,540.0,12.07638888888889,29.39444444444444,37.6,44.53,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802202103,1,forest fire,TI,13224,5111,Intragna,14973,5397,Centovalli,1988-02-20 04:45:00,1.0,minute,1988-02-22 13:00:00,1.0,minute,1988-02-20 04:45:00,1988-02-22 13:00:00,Rivöra-Selna,695400.0,114040.0,,,610.0,1.0,S,55.0,30.5,0.0,0.0,30.5,arson,,0.0,supposed,1988-02-20 04:45:00,1988-02-20 04:45:00,1988-02-22 13:00:00,1988-02-22 13:00:00,56.25,56.25,8.673938496899435,46.17107307726947,OTL,,550.0,550.0,0.0,3.891666666666666,8.266666666666667,10.375,11.2,110.0,6.138888888888889,12.980555555555556,18.4,20.35,470.0,7.965277777777778,20.22083333333333,26.275,38.120000000000005,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802202104,1,forest fire,TI,13253,5226,Tesserete,14938,5226,Capriasca,1988-02-20 14:00:00,1.0,minute,1988-02-20 16:00:00,1.0,minute,1988-02-20 14:00:00,1988-02-20 16:00:00,Castensago,718500.0,106500.0,,,850.0,1.0,S,35.0,,,,0.01,arson,,1.0,sure,1988-02-20 14:00:00,1988-02-20 14:00:00,1988-02-20 16:00:00,1988-02-20 16:00:00,2.0,2.0,8.97107518721493,46.09959349794031,LUG,,1410.0,1560.0,120.0,24.325000000000003,46.23333333333333,50.5,53.26,360.0,27.08055555555556,51.08888888888889,56.5,61.6,550.0,18.60833333333333,36.43472222222223,50.975,59.76,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802212101,1,forest fire,TI,12330,5258,Morbio Superiore,14974,5269,Breggia,1988-02-21 12:00:00,1.0,minute,1988-02-21 14:00:00,1.0,minute,1988-02-21 12:00:00,1988-02-21 14:00:00,Brughee,723870.0,80140.0,,,640.0,4.0,NW,45.0,0.01,0.0,0.0,0.01,arson,,1.0,sure,1988-02-21 12:00:00,1988-02-21 12:00:00,1988-02-21 14:00:00,1988-02-21 14:00:00,2.0,2.0,9.033574264814511,45.861561358942005,LUG,,670.0,2080.0,0.0,7.508333333333334,12.45,17.575,18.67,0.0,8.025,14.025,18.475,20.5,0.0,6.884722222222223,12.183333333333334,15.675,18.7,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802212102,1,forest fire,TI,12330,5258,Morbio Superiore,14974,5269,Breggia,1988-02-21 12:00:00,1.0,minute,1988-02-21 14:00:00,1.0,minute,1988-02-21 12:00:00,1988-02-21 14:00:00,Brughee,724000.0,80360.0,,,680.0,3.0,W,50.0,0.02,0.0,0.0,0.02,arson,,1.0,sure,1988-02-21 12:00:00,1988-02-21 12:00:00,1988-02-21 14:00:00,1988-02-21 14:00:00,2.0,2.0,9.035305253838873,45.86351610955975,LUG,,670.0,2080.0,0.0,7.508333333333334,12.45,17.575,18.67,0.0,8.025,14.025,18.475,20.5,0.0,6.884722222222223,12.183333333333334,15.675,18.7,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802212103,1,forest fire,TI,11403,5246,Caneggio,11403,5246,Caneggio,1988-02-21 12:00:00,1.0,minute,1988-02-21 14:00:00,1.0,minute,1988-02-21 12:00:00,1988-02-21 14:00:00,Piai,724130.0,80560.0,,,710.0,3.0,W,25.0,0.02,0.0,0.0,0.02,arson,,1.0,sure,1988-02-21 12:00:00,1988-02-21 12:00:00,1988-02-21 14:00:00,1988-02-21 14:00:00,2.0,2.0,9.037031123451044,45.86529096814661,LUG,,670.0,2080.0,0.0,7.508333333333334,12.45,17.575,18.67,0.0,8.025,14.025,18.475,20.5,0.0,6.884722222222223,12.183333333333334,15.675,18.7,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802212104,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1988-02-21 16:00:00,1.0,minute,1988-02-21 20:30:00,1.0,minute,1988-02-21 16:00:00,1988-02-21 20:30:00,laghetto,723460.0,76100.0,,,440.0,5.0,N,50.0,0.1,0.0,0.0,0.1,unknown,,1.0,sure,1988-02-21 16:00:00,1988-02-21 16:00:00,1988-02-21 20:30:00,1988-02-21 20:30:00,4.500000000000001,4.500000000000001,9.027244174114369,45.8253033040624,LUG,,430.0,1840.0,0.0,5.216666666666666,10.166666666666666,11.425,13.3,0.0,5.741666666666666,11.02777777777778,13.3,14.95,0.0,5.5,9.5125,11.5,13.659999999999998,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802242101,1,forest fire,TI,11904,5281,Biasca,11904,5281,Biasca,1988-02-24 13:25:00,1.0,minute,1988-02-24 15:00:00,1.0,minute,1988-02-24 13:25:00,1988-02-24 15:00:00,svincolo autostradale,716910.0,134750.0,3.0,50-500 m,291.0,,,1.0,0.1,0.0,0.0,0.1,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed,1988-02-24 13:25:00,1988-02-24 13:25:00,1988-02-24 15:00:00,1988-02-24 15:00:00,1.5833333333333333,1.5833333333333333,8.957589677616927,46.35394786079896,MAG,,290.0,290.0,120.0,15.033333333333331,34.925000000000004,38.625,44.19,330.0,15.5,35.527777777777786,42.675,49.7,380.0,10.97777777777778,23.76805555555556,36.575,44.19,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802272101,1,forest fire,TI,11404,5167,Canobbio,11404,5167,Canobbio,1988-02-27 11:15:00,1.0,minute,1988-02-27 16:45:00,1.0,minute,1988-02-27 11:15:00,1988-02-27 16:45:00,val Fanna,718480.0,100180.0,,,420.0,8.0,SE,20.0,0.0,0.5,0.0,0.5,arson,,1.0,sure,1988-02-27 11:15:00,1988-02-27 11:15:00,1988-02-27 16:45:00,1988-02-27 16:45:00,5.5,5.5,8.969222857798963,46.04275667404056,LUG,,1440.0,2850.0,120.0,26.33333333333333,51.66666666666666,57.225,60.03,350.0,20.672222222222224,40.47500000000001,48.125,53.8,430.0,13.672222222222222,26.85833333333333,44.375,50.36,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802272102,1,forest fire,TI,12022,5185,Gentilino,15512,5236,Collina d'Oro,1988-02-27 18:00:00,1.0,minute,1988-02-27 21:30:00,1.0,minute,1988-02-27 18:00:00,1988-02-27 21:30:00,sopra Viglio,714680.0,94300.0,,,370.0,5.0,N,10.0,0.05,0.05,0.0,0.1,arson,,0.0,supposed,1988-02-27 18:00:00,1988-02-27 18:00:00,1988-02-27 21:30:00,1988-02-27 21:30:00,3.5,3.5,8.918712549211532,45.99052919129348,LUG,,1420.0,2830.0,40.0,7.025000000000001,14.091666666666663,18.65,20.12,40.0,6.083333333333333,11.919444444444444,14.875,17.1,40.0,5.669444444444445,10.631944444444445,13.4,15.46,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802272103,1,forest fire,TI,12022,5185,Gentilino,15512,5236,Collina d'Oro,1988-02-27 18:00:00,1.0,minute,1988-02-27 21:30:00,1.0,minute,1988-02-27 18:00:00,1988-02-27 21:30:00,Ronco-centro UBS,714480.0,94140.0,,,370.0,2.0,SW,20.0,0.05,0.05,0.0,0.1,arson,,0.0,supposed,1988-02-27 18:00:00,1988-02-27 18:00:00,1988-02-27 21:30:00,1988-02-27 21:30:00,3.5,3.5,8.9160930931676,45.98912408782107,LUG,,1420.0,2830.0,40.0,7.025000000000001,14.091666666666663,18.65,20.12,40.0,6.083333333333333,11.919444444444444,14.875,17.1,40.0,5.669444444444445,10.631944444444445,13.4,15.46,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802272104,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1988-02-27 19:45:00,1.0,minute,1988-02-27 21:55:00,1.0,minute,1988-02-27 19:45:00,1988-02-27 21:55:00,al Ronco,721800.0,76440.0,,,420.0,2.0,SW,40.0,0.0,0.05,0.0,0.05,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed,1988-02-27 19:45:00,1988-02-27 19:45:00,1988-02-27 21:55:00,1988-02-27 21:55:00,2.166666666666667,2.166666666666667,9.005977655493151,45.82866122065719,LUG,,1360.0,2770.0,0.0,9.725,14.933333333333335,15.8,19.76,0.0,6.219444444444445,11.194444444444445,14.0,15.45,0.0,5.690277777777777,10.245833333333334,13.0,15.07,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802272105,1,forest fire,TI,11616,5176,Comano,11616,5176,Comano,1988-02-27 13:30:00,1.0,minute,1988-02-27 18:30:00,1.0,minute,1988-02-27 13:30:00,1988-02-27 18:30:00,Ganna e prato di Primo,718180.0,100130.0,3.0,50-500 m,492.0,,,17.0,,,,0.01,unknown,,1.0,sure,1988-02-27 13:30:00,1988-02-27 13:30:00,1988-02-27 18:30:00,1988-02-27 18:30:00,5.0,5.0,8.96533575627759,46.0423595501948,LUG,,1440.0,2850.0,120.0,23.066666666666663,43.74166666666667,45.1,47.02,290.0,12.76388888888889,26.04166666666667,42.2,44.8,290.0,9.5125,18.76388888888889,21.85,42.5,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802282101,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1988-02-28 19:00:00,1.0,minute,1988-02-29 01:00:00,1.0,minute,1988-02-28 19:00:00,1988-02-29 01:00:00,laghetto,722920.0,75620.0,,,550.0,5.0,N,30.0,2.0,0.0,0.0,2.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed,1988-02-28 19:00:00,1988-02-28 19:00:00,1988-02-29 01:00:00,1988-02-29 01:00:00,6.0,6.0,9.020173363956372,45.821084633250464,LUG,,0.0,1400.0,0.0,3.3000000000000003,6.916666666666667,8.375,8.6,0.0,4.641666666666667,8.791666666666666,9.8,14.6,10.0,5.816666666666666,12.544444444444444,15.675,21.2,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802282102,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1988-02-28 15:30:00,1.0,minute,1988-02-28 19:00:00,1.0,minute,1988-02-28 15:30:00,1988-02-28 19:00:00,laghetto-Maiocca,723820.0,75760.0,,,540.0,7.0,E,20.0,0.7,0.0,0.0,0.7,unknown,,1.0,sure,1988-02-28 15:30:00,1988-02-28 15:30:00,1988-02-28 19:00:00,1988-02-28 19:00:00,3.5,3.5,9.031786329295478,45.82217996353691,LUG,,170.0,1610.0,0.0,8.033333333333335,14.825000000000005,16.9,17.26,0.0,4.983333333333333,9.866666666666667,13.05,16.35,0.0,5.072222222222223,10.305555555555555,14.1,16.16,Winter anthropogenic,,North foehn,"[1980, 1989]"
198802292101,1,forest fire,TI,11616,5176,Comano,11616,5176,Comano,1988-02-29 18:45:00,1.0,minute,1988-02-29 19:45:00,1.0,minute,1988-02-29 18:45:00,1988-02-29 19:45:00,Durona,717040.0,100240.0,3.0,50-500 m,517.0,,,12.0,0.01,0.0,0.0,0.01,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed,1988-02-29 18:45:00,1988-02-29 18:45:00,1988-02-29 19:45:00,1988-02-29 19:45:00,1.0,1.0,8.950639934613664,46.04354737780777,LUG,,590.0,590.0,120.0,20.5,46.06666666666666,50.275,52.45,290.0,15.491666666666667,30.566666666666663,40.375,49.85,290.0,11.670833333333333,21.42083333333333,24.5,47.13999999999999,Winter anthropogenic,,North foehn,"[1980, 1989]"
