ID fire,ID definition,definition,canton,ID municipality,municipality code,municipality,ID current municipality,current municipality code,current municipality,start date,ID accuracy start date,accuracy start date,date end of fire,ID accuracy end date,accuracy end date,start date (solar time),end date (solar time),locality,coordinates x,coordinates y,ID accuracy coordinates,accuracy coordinates,altitude [m asl],ID exposition,exposition,slope [%],forest [ha],grassland [ha],nonproductive [ha],total [ha],ID Cause,cause,other cause,ID cause reliability,cause reliability
199003172101,1,forest fire,TI,12021,5107,Gerra (Verzasca),14936,5138,Cugnasco-Gerra,1990-03-17 16:00:00.0,1.0,minute,1990-03-17 20:00:00.0,1.0,minute,1990-03-17 16:00:00.0,1990-03-17 20:00:00.0,Croce,705060.0,131800.0,,,840.0,9.0,plain,0.0,0.5,0.5,0.0,1.0,3.0,arson,,0.0,supposed
199003172301,1,forest fire,VS,11763,6021,Ardon,11763,6021,Ardon,1990-03-17 16:00:00.0,2.0,hour,,9.0,date unknown,1990-03-17 16:00:00.0,,La Petite Forêt,,,,,,,,,0.0,0.0,,0.0,1.0,unknown,,,
199003181801,1,forest fire,GR,14346,3971,Fanas,16054,3961,Grüsch,1990-03-18 18:30:00.0,1.0,minute,1990-03-19 06:30:00.0,1.0,minute,1990-03-18 18:30:00.0,1990-03-19 06:30:00.0,Ral,770800.0,207050.0,3.0,50-500 m,1350.0,1.0,S,59.0,,,,1.0,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
199003182101,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1990-03-18 11:45:00.0,1.0,minute,1990-03-18 14:15:00.0,1.0,minute,1990-03-18 11:45:00.0,1990-03-18 14:15:00.0,Maiocca,723120.0,76160.0,,,440.0,5.0,N,36.0,0.5,0.0,0.0,0.5,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199003212601,1,forest fire,JU,13290,6719,Pleigne,13290,6719,Pleigne,1990-03-21 22:30:00.0,2.0,hour,1990-03-21 23:30:00.0,2.0,hour,1990-03-21 22:30:00.0,1990-03-21 23:30:00.0,[le long de la route de Pleigne à Bourrignon],587400.0,250500.0,2.0,500-1000 m,,,,,,,,1.05,1.0,unknown,,0.0,supposed
199003222101,1,forest fire,TI,11811,5155,Bogno,15628,5192,Lugano,1990-03-22 14:00:00.0,1.0,minute,1990-03-22 17:00:00.0,1.0,minute,1990-03-22 14:00:00.0,1990-03-22 17:00:00.0,Sopra la cappelletta,725700.0,105700.0,,,1027.0,,,21.0,,,,,1.0,unknown,,1.0,sure
199003222301,1,forest fire,VS,10078,6158,Vionnaz,10078,6158,Vionnaz,1990-03-22 16:30:00.0,1.0,minute,1990-03-22 22:59:59.0,2.0,hour,1990-03-22 16:30:00.0,1990-03-22 22:59:59.0,Orsin,555200.0,129800.0,3.0,50-500 m,1300.0,1.0,S,,2.5,1.0,,3.5,1.0,unknown,,,
199003222302,1,forest fire,VS,12863,6155,Saint-Gingolph,12863,6155,Saint-Gingolph,1990-03-22 19:30:00.0,1.0,minute,1990-03-22 20:30:00.0,1.0,minute,1990-03-22 19:30:00.0,1990-03-22 20:30:00.0,Grande Forêt,552100.0,137400.0,3.0,50-500 m,550.0,6.0,NE,,0.0,0.0,,0.0,7.0,forestry ,,,
199003222303,1,forest fire,VS,12018,6057,Fiesch,12018,6057,Fiesch,1990-03-22 15:00:00.0,2.0,hour,1990-03-22 18:00:00.0,2.0,hour,1990-03-22 15:00:00.0,1990-03-22 18:00:00.0,Chebiwald,654100.0,139880.0,2.0,500-1000 m,1100.0,4.0,NW,,0.06,0.0,,0.06,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
199003232101,1,forest fire,TI,12442,5199,Mezzovico-Vira,12442,5199,Mezzovico-Vira,1990-03-23 22:30:00.0,1.0,minute,1990-03-28 16:00:00.0,1.0,minute,1990-03-23 22:30:00.0,1990-03-28 15:00:00.0,Mti di Mezzovico-Cusello,715340.0,107180.0,,,450.0,7.0,E,49.0,278.0,167.0,67.0,512.0,3.0,arson,,0.0,supposed
199003232102,1,forest fire,TI,13012,5017,Sant'Antonino,13012,5017,Sant'Antonino,1990-03-23 11:45:00.0,1.0,minute,1990-03-28 20:50:00.0,1.0,minute,1990-03-23 11:45:00.0,1990-03-28 19:50:00.0,Selvascia-Pianelli,718400.0,112120.0,,,340.0,5.0,N,40.0,57.0,0.0,0.0,57.0,10.0,rail,,1.0,sure
199003232103,1,forest fire,TI,13130,5075,Osco,15685,5072,Faido,1990-03-23 11:30:00.0,1.0,minute,1990-03-26 13:00:00.0,1.0,minute,1990-03-23 11:30:00.0,1990-03-26 12:00:00.0,Pardarea,702300.0,149500.0,,,840.0,5.0,N,75.0,3.0,0.0,0.0,3.0,10.0,rail,,1.0,sure
199003232104,1,forest fire,TI,12735,5074,Mairengo,15685,5072,Faido,1990-03-23 11:30:00.0,1.0,minute,1990-03-26 13:01:00.0,3.0,day,1990-03-23 11:30:00.0,1990-03-26 12:01:00.0,Raslina Polmengo,703180.0,149220.0,,,760.0,1.0,S,20.0,12.0,0.0,0.0,12.0,10.0,rail,,1.0,sure
199003232105,1,forest fire,TI,11754,5062,Anzonico,15685,5072,Faido,1990-03-23 11:00:00.0,1.0,minute,1990-03-26 12:00:00.0,1.0,minute,1990-03-23 11:00:00.0,1990-03-26 11:00:00.0,strada per i monti,709000.0,144160.0,,,1140.0,2.0,SW,70.0,0.65,0.0,0.0,0.65,3.0,arson,,1.0,sure
199003232106,1,forest fire,TI,13073,5214,Porza,13073,5214,Porza,1990-03-23 17:00:00.0,1.0,minute,1990-03-23 19:00:00.0,1.0,minute,1990-03-23 17:00:00.0,1990-03-23 19:00:00.0,la Monda,716680.0,98340.0,,,420.0,4.0,NW,50.0,3.0,0.0,1.0,4.0,1.0,unknown,,1.0,sure
199003232107,1,forest fire,TI,10411,5224,Sonvico,15628,5192,Lugano,1990-03-23 16:55:00.0,1.0,minute,1990-03-24 02:00:00.0,1.0,minute,1990-03-23 16:55:00.0,1990-03-24 02:00:00.0,San Martino,720900.0,102500.0,,,740.0,3.0,W,60.0,5.0,0.0,0.0,5.0,3.0,arson,,0.0,supposed
199003232108,1,forest fire,TI,11882,5002,Bellinzona,16078,5002,Bellinzona,1990-03-23 21:50:00.0,1.0,minute,1990-03-24 02:00:00.0,1.0,minute,1990-03-23 21:50:00.0,1990-03-24 02:00:00.0,Carasso,,,,,,,,,,,,,1.0,unknown,,1.0,sure
199003232109,1,forest fire,TI,11408,5170,Carona,15628,5192,Lugano,1990-03-23 16:03:00.0,1.0,minute,1990-03-23 18:00:00.0,1.0,minute,1990-03-23 16:03:00.0,1990-03-23 18:00:00.0,Lega,,,,,,,,,,,,,1.0,unknown,,1.0,sure
199003232110,1,forest fire,TI,10943,5231,Vezia,10943,5231,Vezia,1990-03-23 17:12:00.0,1.0,minute,1990-03-23 22:00:00.0,1.0,minute,1990-03-23 17:12:00.0,1990-03-23 22:00:00.0,alla Monda,,,,,,,,,,,,,1.0,unknown,,1.0,sure
199003232111,1,forest fire,TI,11904,5281,Biasca,11904,5281,Biasca,1990-03-23 13:15:00.0,1.0,minute,1990-03-23 14:45:00.0,1.0,minute,1990-03-23 13:15:00.0,1990-03-23 14:45:00.0,FFS in zona Centrale Blenio SA,,,,,,,,,,,,,10.0,rail,,0.0,supposed
199003242101,1,forest fire,TI,11658,5145,Arosio,14519,5237,Alto Malcantone,1990-03-24 19:03:00.0,1.0,minute,1990-03-27 19:03:00.0,1.0,minute,1990-03-24 19:03:00.0,1990-03-27 18:03:00.0,Monti sotto Bar,713770.0,102000.0,,,680.0,8.0,SE,50.0,90.0,50.0,40.0,180.0,3.0,arson,,0.0,supposed
199003242102,1,forest fire,TI,11608,5070,Chironico,15685,5072,Faido,1990-03-24 01:05:00.0,1.0,minute,1990-03-24 05:03:00.0,1.0,minute,1990-03-24 01:05:00.0,1990-03-24 05:03:00.0,Nivo,708067.0,143465.0,4.0,< 50 m,680.0,5.0,N,53.0,0.25,0.0,0.0,0.25,1.0,unknown,,1.0,sure
199003242103,1,forest fire,TI,11497,5065,Calonico,15685,5072,Faido,1990-03-24 01:03:00.0,1.0,minute,1990-03-24 06:03:00.0,1.0,minute,1990-03-24 01:03:00.0,1990-03-24 06:03:00.0,,,,,,,,,,,,,,1.0,unknown,,1.0,sure
199003242104,1,forest fire,TI,11754,5062,Anzonico,15685,5072,Faido,1990-03-24 00:10:00.0,1.0,minute,1990-03-24 22:00:00.0,1.0,minute,1990-03-24 00:10:00.0,1990-03-24 22:00:00.0,strada per i Monti,709327.0,143629.0,4.0,< 50 m,1086.0,,,25.0,,,,,1.0,unknown,,1.0,sure
199003242105,1,forest fire,TI,12442,5199,Mezzovico-Vira,12442,5199,Mezzovico-Vira,1990-03-24 11:00:00.0,1.0,minute,1990-03-24 19:00:00.0,1.0,minute,1990-03-24 11:00:00.0,1990-03-24 19:00:00.0,Legue-Faedo,713500.0,107200.0,,,1201.0,,,30.0,,,,,1.0,unknown,,1.0,sure
199003252101,1,forest fire,TI,10829,5235,Villa Luganese,15628,5192,Lugano,1990-03-25 18:00:00.0,1.0,minute,1990-03-25 20:03:00.0,1.0,minute,1990-03-25 17:00:00.0,1990-03-25 19:03:00.0,Faedo,720500.0,101400.0,,,620.0,3.0,W,27.0,2.0,0.0,0.0,2.0,1.0,unknown,,1.0,sure
199003252102,1,forest fire,TI,12442,5199,Mezzovico-Vira,12442,5199,Mezzovico-Vira,1990-03-25 15:00:00.0,1.0,minute,1990-03-26 03:00:00.0,1.0,minute,1990-03-25 14:00:00.0,1990-03-26 02:00:00.0,Rurada-Petasio-Sorrencino,715000.0,107000.0,2.0,500-1000 m,,,,,,,,,1.0,unknown,,1.0,sure
199003252103,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1990-03-25 18:03:00.0,1.0,minute,1990-03-25 23:01:00.0,3.0,day,1990-03-25 17:03:00.0,1990-03-25 22:01:00.0,masseria Ghezzi,722080.0,75460.0,,,480.0,4.0,NW,18.0,0.5,0.0,0.0,0.5,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199003252104,1,forest fire,TI,12379,5259,Muggio,14974,5269,Breggia,1990-03-25 15:04:00.0,1.0,minute,1990-03-26 15:03:00.0,1.0,minute,1990-03-25 14:04:00.0,1990-03-26 14:03:00.0,Falmoira,724960.0,86700.0,,,720.0,4.0,NW,84.0,8.0,0.0,0.0,8.0,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199003252105,1,forest fire,TI,11531,5104,Cugnasco,14936,5138,Cugnasco-Gerra,1990-03-25 18:03:00.0,1.0,minute,1990-03-26 10:00:00.0,1.0,minute,1990-03-25 17:03:00.0,1990-03-26 09:00:00.0,Medoscio,712980.0,115420.0,,,500.0,1.0,S,60.0,0.25,0.0,0.0,0.25,1.0,unknown,,1.0,sure
199003252106,1,forest fire,TI,13023,5220,Sala Capriasca,14938,5226,Capriasca,1990-03-25 16:03:00.0,1.0,minute,1990-03-25 18:00:00.0,1.0,minute,1990-03-25 15:03:00.0,1990-03-25 17:00:00.0,,,,,,,,,,,,,,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
199003262101,1,forest fire,TI,12051,5108,Gordola,12051,5108,Gordola,1990-03-26 23:45:00.0,1.0,minute,1990-03-27 05:30:00.0,1.0,minute,1990-03-26 22:45:00.0,1990-03-27 04:30:00.0,Gordemo-Cantonascio,708800.0,116480.0,,,420.0,7.0,E,51.0,0.25,0.0,0.0,0.25,3.0,arson,,0.0,supposed
199003262102,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1990-03-26 06:03:00.0,1.0,minute,1990-03-26 21:03:00.0,1.0,minute,1990-03-26 05:03:00.0,1990-03-26 20:03:00.0,Cà Nova,722000.0,75720.0,,,440.0,4.0,NW,36.0,1.5,0.0,0.0,1.5,1.0,unknown,,1.0,sure
199003272101,1,forest fire,TI,13130,5075,Osco,15685,5072,Faido,1990-03-27 12:03:00.0,1.0,minute,1990-03-27 17:00:00.0,1.0,minute,1990-03-27 11:03:00.0,1990-03-27 16:00:00.0,Pardorea (sud della  galleria),702300.0,149500.0,,,842.0,,,57.0,,,,,1.0,unknown,,1.0,sure
199003282101,1,forest fire,TI,12393,5117,Mergoscia,12393,5117,Mergoscia,1990-03-28 14:00:00.0,1.0,minute,1990-04-03 19:00:00.0,1.0,minute,1990-03-28 13:00:00.0,1990-04-03 18:00:00.0,ai Molini-Sass Cospi,707860.0,118280.0,,,620.0,6.0,NE,84.0,9.0,0.0,0.0,9.0,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199003292101,1,forest fire,TI,10936,5229,Valcolla,15628,5192,Lugano,1990-03-29 20:03:00.0,1.0,minute,1990-03-30 21:03:00.0,1.0,minute,1990-03-29 19:03:00.0,1990-03-30 20:03:00.0,Magnan,,,,,,,,,,,,,1.0,unknown,,1.0,sure
199003292301,1,forest fire,VS,12776,6110,Leuk,15618,6110,Leuk,1990-03-29 00:00:00.0,3.0,day,1990-04-08 00:00:00.0,3.0,day,1990-03-28 23:00:00.0,1990-04-07 23:00:00.0,"Stockwald, Abteilung 10",618940.0,128800.0,4.0,< 50 m,700.0,1.0,S,,28.0,0.0,0.0,28.0,7.0,forestry ,,,
199003302101,1,forest fire,TI,12386,5254,Mendrisio,15630,5254,Mendrisio,1990-03-30 16:03:00.0,1.0,minute,1990-03-30 20:40:00.0,1.0,minute,1990-03-30 15:03:00.0,1990-03-30 19:40:00.0,Bellavista,721380.0,85220.0,,,1160.0,1.0,S,27.0,0.04,0.0,0.0,0.04,1.0,unknown,,0.0,supposed
199003302301,1,forest fire,VS,12518,6024,Nendaz,12518,6024,Nendaz,1990-03-30 17:30:00.0,1.0,minute,1990-03-30 23:30:00.0,1.0,minute,1990-03-30 16:30:00.0,1990-03-30 22:30:00.0,Les crêtes de bermouche,,,,,,,,,0.0,0.0,,0.0,1.0,unknown,,,
199003312101,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1990-03-31 18:15:00.0,1.0,minute,1990-04-01 00:03:00.0,1.0,minute,1990-03-31 17:15:00.0,1990-03-31 23:03:00.0,zona Colma,723140.0,75720.0,,,560.0,5.0,N,47.0,,,,,13.0,cross-border,,1.0,sure
199003312301,1,forest fire,VS,12875,6291,Saas Grund,14930,6291,Saas-Grund,1990-03-31 11:00:00.0,2.0,hour,1990-03-31 12:00:00.0,2.0,hour,1990-03-31 10:00:00.0,1990-03-31 11:00:00.0,Untere Brücke,639100.0,106700.0,3.0,50-500 m,1600.0,3.0,W,,0.0,0.25,,0.25,8.0,agriculture,,1.0,sure
199004011851,1,forest fire,GR,14283,3801,Arvigo,16067,3837,Calanca,1990-04-01 16:30:00.0,1.0,minute,1990-04-01 19:30:00.0,1.0,minute,1990-04-01 15:30:00.0,1990-04-01 18:30:00.0,Landarenca,728900.0,130900.0,,,1108.0,8.0,SE,112.0,0.01,0.0,0.0,0.01,11.0,electric line,,1.0,sure
199004012101,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1990-04-01 07:00:00.0,1.0,minute,1990-04-01 15:00:00.0,1.0,minute,1990-04-01 06:00:00.0,1990-04-01 14:00:00.0,zona Colma,723140.0,75720.0,,,560.0,5.0,N,47.0,,,,,13.0,cross-border,,1.0,sure
199004012102,1,forest fire,TI,13251,5250,Chiasso,13251,5250,Chiasso,1990-04-01 14:15:00.0,1.0,minute,1990-04-01 20:00:00.0,1.0,minute,1990-04-01 13:15:00.0,1990-04-01 19:00:00.0,S. Stefano,721620.0,76820.0,,,360.0,5.0,N,65.0,1.5,0.0,0.0,1.5,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199004022301,1,forest fire,VS,12518,6024,Nendaz,12518,6024,Nendaz,1990-04-02 15:00:00.0,2.0,hour,,9.0,date unknown,1990-04-02 14:00:00.0,,Mayen de la Tsâche,591200.0,111300.0,3.0,50-500 m,1700.0,3.0,W,,0.0,1.0,,1.0,8.0,agriculture,,1.0,sure
199004022401,1,forest fire,NE,13026,6509,Saint-Sulpice (NE),16118,6512,Val-de-Travers,1990-04-02 20:00:00.0,2.0,hour,1990-04-02 23:59:00.0,3.0,day,1990-04-02 19:00:00.0,1990-04-02 22:59:00.0,[sur la montagne sud du village],533000.0,195000.0,2.0,500-1000 m,,,,,,,,1.0,1.0,unknown,,0.0,supposed
199004102301,1,forest fire,VS,13760,6180,Ried-Mörel,14468,6181,Riederalp,1990-04-10 19:00:00.0,2.0,hour,,9.0,date unknown,1990-04-10 18:00:00.0,,Läubina (sur la chapelle Zen Hohen Flueh),645200.0,133000.0,3.0,50-500 m,900.0,1.0,S,,0.0,0.05,,0.05,1.0,unknown,,,
199004162101,1,forest fire,TI,11756,5031,Aquila,14918,5049,Blenio,1990-04-16 18:03:00.0,1.0,minute,1990-04-16 20:00:00.0,1.0,minute,1990-04-16 17:03:00.0,1990-04-16 19:00:00.0,Pinaderio-ponte Aquilesco,715860.0,152450.0,,,950.0,2.0,SW,50.0,0.25,0.0,0.0,0.25,1.0,unknown,,1.0,sure
199004192301,1,forest fire,VS,12015,6174,Filet,14960,6203,Mörel-Filet,1990-04-19 17:00:00.0,2.0,hour,1990-04-20 01:59:59.0,2.0,hour,1990-04-19 16:00:00.0,1990-04-20 00:59:59.0,Pylône 2 de la ligne télé de Filet Tunetsch,647480.0,134230.0,3.0,50-500 m,900.0,4.0,NW,,0.0,0.27,,0.27,15.0,other known cause,,1.0,sure
199004252101,1,forest fire,TI,13092,5079,Quinto,13092,5079,Quinto,1990-04-25 17:00:00.0,1.0,minute,1990-04-25 22:00:00.0,1.0,minute,1990-04-25 16:00:00.0,1990-04-25 21:00:00.0,Altanca,694470.0,153440.0,,,1620.0,1.0,S,100.0,0.12,0.0,0.0,0.12,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199004261801,1,forest fire,GR,14325,3923,Castiel,16060,3921,Arosa,1990-04-26 19:00:00.0,1.0,minute,1990-04-26 00:00:00.0,3.0,day,1990-04-26 18:00:00.0,1990-04-25 23:00:00.0,Hinterwald,765060.0,190560.0,,,1282.0,3.0,W,53.0,,,,1.5,7.0,forestry ,,1.0,sure
199004262101,1,forest fire,TI,11756,5031,Aquila,14918,5049,Blenio,1990-04-26 21:03:00.0,1.0,minute,1990-04-28 00:03:00.0,1.0,minute,1990-04-26 20:03:00.0,1990-04-27 23:03:00.0,Pinade,715900.0,152640.0,,,1010.0,2.0,SW,47.0,,,,,1.0,unknown,,1.0,sure
199004262102,1,forest fire,TI,11756,5031,Aquila,14918,5049,Blenio,1990-04-26 21:03:00.0,1.0,minute,1990-04-26 23:03:00.0,1.0,minute,1990-04-26 20:03:00.0,1990-04-26 22:03:00.0,Vignerio di Aquila,,,,,,,,,,,,,1.0,unknown,,1.0,sure
199004262301,1,forest fire,VS,13228,6002,Brig-Glis,13228,6002,Brig-Glis,1990-04-26 15:00:00.0,2.0,hour,,9.0,date unknown,1990-04-26 14:00:00.0,,"Sand (Gamsen, sud du train BVZ",639000.0,128000.0,3.0,50-500 m,700.0,9.0,plain,,0.02,0.0,,0.02,7.0,forestry ,,1.0,sure
199004282101,1,forest fire,TI,11806,5154,Bissone,11806,5154,Bissone,1990-04-28 06:15:00.0,1.0,minute,1990-04-28 07:03:00.0,1.0,minute,1990-04-28 05:15:00.0,1990-04-28 06:03:00.0,Ai Ronchi,,,,,,,,,,,,,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
199004292101,1,forest fire,TI,11407,5308,Cavergno,14919,5310,Cevio,1990-04-29 11:15:00.0,1.0,minute,1990-04-29 21:15:00.0,1.0,minute,1990-04-29 10:15:00.0,1990-04-29 20:15:00.0,Foroglio (valle Bavona),685240.0,136460.0,,,700.0,7.0,E,67.0,4.0,0.0,0.0,4.0,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199004302301,1,forest fire,VS,11686,6231,Ayer,14962,6252,Anniviers,1990-04-30 13:00:00.0,2.0,hour,,9.0,date unknown,1990-04-30 12:00:00.0,,"Zinal, copropriété Arellaz",614200.0,109400.0,1.0,> 1000 m,,,,,0.0,0.0,,0.0,1.0,unknown,,,
199005012301,1,forest fire,VS,12776,6110,Leuk,15618,6110,Leuk,1990-05-01 00:00:00.0,3.0,day,1990-05-03 00:00:00.0,3.0,day,1990-04-30 23:00:00.0,1990-05-02 23:00:00.0,"Bannwald, Abteilung 8",615400.0,130300.0,3.0,50-500 m,1250.0,2.0,SW,,1.5,0.0,0.0,1.5,4.0,not extinguished camping fires,,0.0,supposed
199005012401,1,forest fire,NE,12792,6501,Les Bayards,16118,6512,Val-de-Travers,1990-05-01 00:00:00.0,5.0,month,1990-05-01 00:00:00.0,5.0,month,1990-04-30 23:00:00.0,1990-04-30 23:00:00.0,aux Bayards,,,4.0,< 50 m,,,,,,,,,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
199005022101,1,forest fire,TI,11477,5244,Bruzella,14974,5269,Breggia,1990-05-02 12:00:00.0,1.0,minute,1990-05-02 15:00:00.0,1.0,minute,1990-05-02 11:00:00.0,1990-05-02 14:00:00.0,Piani,724420.0,82900.0,,,620.0,5.0,N,67.0,0.0,0.5,0.0,0.5,3.0,arson,,1.0,sure
199005022102,1,forest fire,TI,12373,5119,Mosogno,15686,5136,Onsernone,1990-05-02 12:55:00.0,1.0,minute,1990-05-08 13:00:00.0,1.0,minute,1990-05-02 11:55:00.0,1990-05-08 12:00:00.0,colle al sasso,691900.0,117680.0,,,800.0,8.0,SE,70.0,5.0,0.0,14.0,19.0,9.0,army,,1.0,sure
199005052101,1,forest fire,TI,11652,5302,Avegno,14940,5324,Avegno Gordevio,1990-05-05 15:03:00.0,1.0,minute,1990-05-08 16:01:00.0,3.0,day,1990-05-05 14:03:00.0,1990-05-08 15:01:00.0,sotto Montoggia,701380.0,117080.0,,,260.0,2.0,SW,51.0,90.0,4.5,0.0,94.5,3.0,arson,,1.0,sure
199005052201,1,forest fire,VD,12585,5498,La Sarraz,14657,5498,La Sarraz,1990-05-05 12:30:00.0,2.0,hour,1990-05-05 23:59:00.0,3.0,day,1990-05-05 11:30:00.0,1990-05-05 22:59:00.0,Forêt des Buis,528760.0,168330.0,4.0,< 50 m,,,,,,,,1.2,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
199005052301,1,forest fire,VS,12079,6177,Grengiols,12079,6177,Grengiols,1990-05-05 15:00:00.0,2.0,hour,,9.0,date unknown,1990-05-05 14:00:00.0,,Untergries (entre Viertel et Ried),652200.0,136100.0,3.0,50-500 m,1100.0,4.0,NW,,0.0,0.8,,0.8,8.0,agriculture,,1.0,sure
199005060201,1,forest fire,BE,15084,433,Cortébert,15084,433,Cortébert,1990-05-06 13:00:00.0,2.0,hour,1990-05-06 17:00:00.0,2.0,hour,1990-05-06 12:00:00.0,1990-05-06 16:00:00.0,Droit,575080.0,226460.0,3.0,50-500 m,950.0,,,,1.5,0.0,0.0,1.5,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
