ID fire,ID definition,definition,canton,ID municipality,municipality code,municipality,ID current municipality,current municipality code,current municipality,start date,ID accuracy start date,accuracy start date,date end of fire,ID accuracy end date,accuracy end date,start date (solar time),end date (solar time),locality,coordinates x,coordinates y,ID accuracy coordinates,accuracy coordinates,altitude [m asl],ID exposition,exposition,slope [%],forest [ha],grassland [ha],nonproductive [ha],total [ha],ID Cause,cause,other cause,ID cause reliability,cause reliability
198003032103,1,forest fire,TI,12118,5187,Gravesano,12118,5187,Gravesano,1980-03-03 12:01:00.0,3.0,day,1980-03-03 12:01:00.0,3.0,day,1980-03-03 12:01:00.0,1980-03-03 12:01:00.0,,,,,,,,,,0.5,0.0,0.0,0.5,1.0,unknown,,1.0,sure
198003102101,1,forest fire,TI,12346,5256,Monte,12346,5256,Monte,1980-03-10 11:30:00.0,1.0,minute,1980-03-10 15:30:00.0,1.0,minute,1980-03-10 11:30:00.0,1980-03-10 15:30:00.0,Monte,723200.0,82380.0,,,700.0,8.0,SE,75.0,1.0,1.5,0.0,2.5,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
198003122101,1,forest fire,TI,11386,5099,Cavigliano,15627,5396,Terre di Pedemonte,1980-03-12 13:25:00.0,1.0,minute,1980-03-12 15:00:00.0,1.0,minute,1980-03-12 13:25:00.0,1980-03-12 15:00:00.0,Sotto Sabbioni,698100.0,115240.0,,,300.0,1.0,S,54.0,0.3,0.0,0.0,0.3,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
198003301801,1,forest fire,GR,14172,3574,Ilanz,16061,3619,Ilanz/Glion,1980-03-30 17:00:00.0,1.0,minute,1980-03-30 17:30:00.0,1.0,minute,1980-03-30 17:00:00.0,1980-03-30 17:30:00.0,"Paradieswaeldli, Abt. 20, Ilanz",735210.0,181825.0,,,698.0,9.0,plain,0.0,0.03,0.0,0.0,0.03,1.0,unknown,,1.0,sure
198004012101,1,forest fire,TI,11413,5171,Caslano,11413,5171,Caslano,1980-04-01 13:30:00.0,1.0,minute,1980-04-02 17:30:00.0,1.0,minute,1980-04-01 13:30:00.0,1980-04-02 17:30:00.0,Torrazza-Piazza-Sassalto,711420.0,90800.0,,,280.0,1.0,S,65.0,1.0,0.0,1.0,2.0,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
198004012102,1,forest fire,TI,12828,5113,Locarno,12828,5113,Locarno,1980-04-01 13:00:00.0,1.0,minute,1980-04-01 14:00:00.0,1.0,minute,1980-04-01 13:00:00.0,1980-04-01 14:00:00.0,Roncascio-Bré,703280.0,114680.0,,,540.0,1.0,S,65.0,0.1,0.0,0.0,0.1,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
198004022101,1,forest fire,TI,11904,5281,Biasca,11904,5281,Biasca,1980-04-02 15:00:00.0,1.0,minute,1980-04-02 16:00:00.0,1.0,minute,1980-04-02 15:00:00.0,1980-04-02 16:00:00.0,a monte del cimitero,718250.0,136875.0,,,450.0,3.0,W,10.0,0.0,0.05,0.0,0.05,3.0,arson,,0.0,supposed
198004022102,1,forest fire,TI,12798,5190,Lopagno,14938,5226,Capriasca,1980-04-02 12:01:00.0,3.0,day,1980-04-02 12:01:00.0,3.0,day,1980-04-02 12:01:00.0,1980-04-02 12:01:00.0,,,,,,,,,,0.3,0.5,0.0,0.8,1.0,unknown,,1.0,sure
198004032101,1,forest fire,TI,11797,5156,Bosco Luganese,14939,5151,Bioggio,1980-04-03 16:00:00.0,1.0,minute,1980-04-04 12:00:00.0,1.0,minute,1980-04-03 16:00:00.0,1980-04-04 12:00:00.0,Boscone,713540.0,98660.0,,,600.0,8.0,SE,75.0,20.0,0.0,0.0,20.0,1.0,unknown,,1.0,sure
198004032102,1,forest fire,TI,11833,5097,Brissago,11833,5097,Brissago,1980-04-03 10:00:00.0,1.0,minute,1980-04-03 16:00:00.0,1.0,minute,1980-04-03 10:00:00.0,1980-04-03 16:00:00.0,Ferabo Mondada,698440.0,110000.0,,,560.0,7.0,E,75.0,0.1,0.0,0.0,0.1,5.0,"private (tourists, hickers,thrown cigarettes,other)",,1.0,sure
198004052101,1,forest fire,TI,11500,5245,Cabbio,14974,5269,Breggia,1980-04-05 11:30:00.0,1.0,minute,1980-04-05 13:30:00.0,1.0,minute,1980-04-05 11:30:00.0,1980-04-05 13:30:00.0,Cimitero-Vallera,724740.0,83900.0,,,650.0,3.0,W,45.0,1.0,0.0,0.0,1.0,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
198004072101,1,forest fire,TI,12623,5189,Lamone,12623,5189,Lamone,1980-04-07 10:45:00.0,1.0,minute,1980-04-07 15:30:00.0,1.0,minute,1980-04-07 10:45:00.0,1980-04-07 15:30:00.0,S.Zeno,716420.0,100800.0,,,520.0,3.0,W,60.0,0.3,0.1,0.1,0.5,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
198004092101,1,forest fire,TI,11673,5091,Ascona,11673,5091,Ascona,1980-04-09 15:00:00.0,1.0,minute,1980-04-09 16:00:00.0,1.0,minute,1980-04-09 15:00:00.0,1980-04-09 16:00:00.0,Croce Pedroli,701040.0,112540.0,,,300.0,8.0,SE,18.0,0.02,0.0,0.0,0.02,5.0,"private (tourists, hickers,thrown cigarettes,other)",,0.0,supposed
