ID fire,ID definit,definition,canton,ID municip,municipali,municipa_1,ID current,current mu,current _1,start date,ID accurac,accuracy s,date end o,ID accur_1,accuracy e,start da_1,end date (,locality,coordinate,coordina_1,ID accur_2,accuracy c,altitude [m asl],ID exposit,exposition,slope [%],forest [ha],grassland,nonproduct,total [ha],ID Cause,cause,other caus,ID cause r,cause reli,start_date_min,start_date_max,end_date_min,end_date_max,duration_min,duration_max,longitude,latitude,TEZGNR1000,abbreviation,name,longitude_,latitude_2,altitude (,y_LV03,x_LV03,recording_foehn_since,foehn_variant,foehn_minutes_24_hour_before,foehn_minutes_48_hour_before,foehn_minutes_during_2_hours_after_start_of_fire,FF_mean_during_2_hours_after_start_of_fire,FFX_mean_during_2_hours_after_start_of_fire,FFX_q75_during_2_hours_after_start_of_fire,FFX_q90_during_2_hours_after_start_of_fire,foehn_minutes_during_6_hours_after_start_of_fire,FF_mean_during_6_hours_after_start_of_fire,FFX_mean_during_6_hours_after_start_of_fire,FFX_q75_during_6_hours_after_start_of_fire,FFX_q90_during_6_hours_after_start_of_fire,foehn_minutes_during_12_hours_after_start_of_fire,FF_mean_during_12_hours_after_start_of_fire,FFX_mean_during_12_hours_after_start_of_fire,FFX_q75_during_12_hours_after_start_of_fire,FFX_q90_during_12_hours_after_start_of_fire,fire_regime,potential_foehn_species,decade
201307271801,1,forest fire,GR,14249,3722,Domat/Ems,15994,3722,Domat/Ems,7/27/2013 20:30,1,minute,7/28/2013 8:00,1,minute,7/27/2013 19:30,7/28/2013 7:00,Ils Aults / Sum Faus,751600.0,186950.0,4.0,< 50 m,660.0,9.0,plain,10.0,0.02,0.0,0.0,0.02,1.0,unknown,,,,2013-07-27 19:30:00,7/27/2013 19:30,7/28/2013 7:00,7/28/2013 7:00,11.5,11.5,9.425301882,46.81643053,130005.0,CHU,Chur,9.533333333,46.86666667,556.0,759466.0,193153.0,1/1/1981,south,530.0,530.0,80.0,13.516666666666666,29.450000000000003,33.2,33.5,80.0,12.616666666666667,26.88055555555556,29.9,33.3,80.0,11.536111111111111,25.40972222222222,30.075,33.46,,South foehn,"[2010, 2019]"
201507241801,1,forest fire,GR,14159,3532,Cunter,16068,3543,Surses,7/24/2015 20:40,1,minute,7/24/2015 23:00,1,minute,7/24/2015 19:40,7/24/2015 22:00,Vaznoz,764389.0,166665.0,4.0,< 50 m,1080.0,4.0,NW,0.0,0.02,0.0,0.0,0.02,1.0,unknown,,,,2015-07-24 19:40:00,7/24/2015 19:40,7/24/2015 22:00,7/24/2015 22:00,2.333333333,2.333333333,9.585541476,46.63099039,130005.0,CHU,Chur,9.533333333,46.86666667,556.0,759466.0,193153.0,1/1/1981,south,0.0,0.0,0.0,21.51666666666667,38.75833333333333,51.025,56.83,0.0,10.627777777777776,19.638888888888893,27.950000000000003,44.1,0.0,8.534722222222221,15.868055555555555,18.175,35.599999999999994,,South foehn,"[2010, 2019]"
201605061701,1,forest fire,SG,14411,3291,Bad Ragaz,14411,3291,Bad Ragaz,5/6/2016 14:00,2,hour,5/6/2016 19:00,2,hour,5/6/2016 13:00,5/6/2016 18:00,Sergeueris - Gadamunt,755380.0,206560.0,4.0,< 50 m,980.0,7.0,E,99.0,0.04,0.0,0.0,0.04,1.0,unknown,,1.0,sure,2016-05-06 13:00:00,5/6/2016 13:59,5/6/2016 18:00,5/6/2016 18:59,4.016666667,5.983333333,9.481507479,46.99189685,130005.0,CHU,Chur,9.533333333,46.86666667,556.0,759466.0,193153.0,1/1/1981,south,630.0,850.0,120.0,16.499999999999996,33.833333333333336,38.25,41.22,360.0,19.330555555555563,37.08611111111112,40.875,44.65,430.0,16.370833333333334,30.736111111111104,36.875,41.76,,South foehn,"[2010, 2019]"
201708211701,1,forest fire,SG,14413,3293,Mels,14413,3293,Mels,8/21/2017 14:20,1,minute,8/21/2017 17:30,1,minute,8/21/2017 13:20,8/21/2017 16:30,Chapfensee - Turbenriet,747893.0,212411.0,4.0,< 50 m,1040.0,9.0,plain,0.0,,,,0.01,1.0,unknown,,0.0,supposed,2017-08-21 13:20:00,8/21/2017 13:20,8/21/2017 16:30,8/21/2017 16:30,3.166666667,3.166666667,9.385020675,47.046222,130095.0,GLA,Glarus,9.066666667,47.03333333,517.0,723756.0,210568.0,1/1/1981,south,0.0,0.0,0.0,4.4750000000000005,8.258333333333333,9.8,11.09,0.0,5.116666666666666,8.680555555555555,10.275,12.95,0.0,3.623611111111112,6.519444444444444,9.4,11.159999999999998,,South foehn,"[2010, 2019]"
198307300201,1,forest fire,BE,15144,571,Beatenberg,15144,571,Beatenberg,7/30/1983 17:00,2,hour,7/30/1983 19:00,2,hour,7/30/1983 16:00,7/30/1983 18:00,[zwischen Merligen und Unterseen],625500.0,170500.0,1.0,> 1000 m,,,,,0.02,0.0,0.0,0.02,1.0,unknown,,,,1983-07-30 16:00:00,7/30/1983 16:59,7/30/1983 18:00,7/30/1983 18:59,1.016666667,2.983333333,7.771958951,46.68523053,130336.0,INT,Interlaken,7.866666667,46.66666667,577.0,633023.0,169092.0,1/1/1981,south,,,0.0,16.091666666666665,26.28333333333333,27.0,27.63,0.0,8.958333333333334,15.541666666666664,25.2,26.8,,,,,,,South foehn,"[1980, 1989]"
199805190201,1,forest fire,BE,15162,590,Ringgenberg (BE),15162,590,Ringgenberg (BE),5/19/1998 14:55,1,minute,5/19/1998 16:10,1,minute,5/19/1998 13:55,5/19/1998 15:10,Tschingel /In der Eyen,633080.0,171580.0,4.0,< 50 m,594.0,,,,0.01,0.0,0.0,0.01,1.0,unknown,,,,1998-05-19 13:55:00,5/19/1998 13:55,5/19/1998 15:10,5/19/1998 15:10,1.25,1.25,7.871116486,46.69461292,130336.0,INT,Interlaken,7.866666667,46.66666667,577.0,633023.0,169092.0,1/1/1981,south,0.0,0.0,0.0,15.091666666666669,24.21666666666667,26.475,27.36,0.0,13.972222222222223,23.78333333333333,25.3,27.4,0.0,10.105555555555554,17.568055555555556,24.1,25.87,,South foehn,"[1990, 1999]"
200305190201,1,forest fire,BE,13941,843,Saanen,15281,843,Saanen,5/19/2003 12:55,1,minute,5/19/2003 14:30,1,minute,5/19/2003 11:55,5/19/2003 13:30,Simmnenweg,588900.0,152400.0,2.0,500-1000 m,1420.0,,,,,,,0.01,1.0,unknown,,1.0,sure,2003-05-19 11:55:00,5/19/2003 11:55,5/19/2003 13:30,5/19/2003 13:30,1.583333333,1.583333333,7.29397962,46.52280586,130336.0,INT,Interlaken,7.866666667,46.66666667,577.0,633023.0,169092.0,1/1/1981,south,0.0,0.0,0.0,7.2,17.88333333333333,21.3,21.6,0.0,12.211111111111114,29.875,39.25,58.7,0.0,8.943055555555555,21.445833333333333,27.15,45.7,,South foehn,"[2000, 2009]"
200306240201,1,forest fire,BE,13939,841,Gsteig,15279,841,Gsteig,6/24/2003 13:00,1,minute,6/24/2003 14:00,1,minute,6/24/2003 12:00,6/24/2003 13:00,Heiti,586500.0,137000.0,3.0,50-500 m,1220.0,,,,,,,0.01,1.0,unknown,,1.0,sure,2003-06-24 12:00:00,6/24/2003 12:00,6/24/2003 13:00,6/24/2003 13:00,1.0,1.0,7.263151138,46.38422961,130336.0,INT,Interlaken,7.866666667,46.66666667,577.0,633023.0,169092.0,1/1/1981,south,0.0,0.0,0.0,7.866666666666666,14.975,19.45,23.8,0.0,5.3121212121212125,11.636363636363637,13.3,17.78,0.0,3.7115942028985502,8.427536231884059,9.7,13.76,,South foehn,"[2000, 2009]"
200306260201,1,forest fire,BE,13941,843,Saanen,15281,843,Saanen,6/26/2003 22:10,1,minute,6/27/2003 0:10,1,minute,6/26/2003 21:10,6/26/2003 23:10,Grischbach,585300.0,152900.0,2.0,500-1000 m,1550.0,,,,,,,0.01,1.0,unknown,,1.0,sure,2003-06-26 21:10:00,6/26/2003 21:10,6/26/2003 23:10,6/26/2003 23:10,2.0,2.0,7.2470479,46.52723429,130336.0,INT,Interlaken,7.866666667,46.66666667,577.0,633023.0,169092.0,1/1/1981,south,0.0,0.0,0.0,4.033333333333333,7.925000000000001,8.7,9.99,0.0,2.436111111111112,5.450000000000001,6.199999999999999,8.45,0.0,2.898611111111111,5.936111111111112,7.3,10.06,,South foehn,"[2000, 2009]"
200306260202,1,forest fire,BE,13941,843,Saanen,15281,843,Saanen,6/26/2003 19:15,1,minute,6/26/2003 21:30,1,minute,6/26/2003 18:15,6/26/2003 20:30,Saanewald,590800.0,151000.0,3.0,50-500 m,1420.0,,,,,,,0.01,1.0,unknown,,1.0,sure,2003-06-26 18:15:00,6/26/2003 18:15,6/26/2003 20:30,6/26/2003 20:30,2.25,2.25,7.318768655,46.51024083,130336.0,INT,Interlaken,7.866666667,46.66666667,577.0,633023.0,169092.0,1/1/1981,south,0.0,0.0,0.0,9.9,22.058333333333334,31.45,39.82,0.0,6.752777777777778,14.766666666666667,17.8,31.700000000000003,0.0,4.583333333333333,9.775,10.45,19.03,,South foehn,"[2000, 2009]"
